Region,Festival,Tradition,Song Name,Author,URL
North India,Baisakhi,Folk,Taal Geet,Kishori Shankar,https://example.com/music/taal-geet-by-kishori-shankar
South India,Onam,Folk,Guru Kirtan,Begum Bhosle,https://example.com/music/guru-kirtan-by-begum-bhosle
East India,Bihu,Folk,Devi Sangeet,Hari Subbulakshmi,https://example.com/music/devi-sangeet-by-hari-subbulakshmi
East India,Chhath Puja,Tribal,Taal Sangeet,Vidushi Subbulakshmi,https://example.com/music/taal-sangeet-by-vidushi-subbulakshmi
North India,Lohri,Bhajan,Prema Aarti,M.S. Dey,https://example.com/music/prema-aarti-by-m.s.-dey
East India,Chhath Puja,Tribal,Bhakti Kirtan,Kishori Kulkarni,https://example.com/music/bhakti-kirtan-by-kishori-kulkarni
East India,Durga Puja,Classical,Anand Leela,Pandit Kulkarni,https://example.com/music/anand-leela-by-pandit-kulkarni
West India,Diwali,Devotional,Taal Bhajan,Mallikarjun Sharma,https://example.com/music/taal-bhajan-by-mallikarjun-sharma
North India,Holi,Folk,Ram Bhajan,Pt. Mansur,https://example.com/music/ram-bhajan-by-pt.-mansur
West India,Diwali,Devotional,Devi Tarana,Pandit Dey,https://example.com/music/devi-tarana-by-pandit-dey
North India,Lohri,Semi-Classical,Om Sangeet,M.S. Mansur,https://example.com/music/om-sangeet-by-m.s.-mansur
West India,Navratri,Folk,Taal Dhun,Kishori Amonkar,https://example.com/music/taal-dhun-by-kishori-amonkar
North India,Lohri,Semi-Classical,Raga Malhar,Mallikarjun Joshi,https://example.com/music/raga-malhar-by-mallikarjun-joshi
South India,Diwali,Folk,Krishna Katha,Pandit Amonkar,https://example.com/music/krishna-katha-by-pandit-amonkar
West India,Ganesh Chaturthi,Classical,Guru Bhajan,Hari Mangeshkar,https://example.com/music/guru-bhajan-by-hari-mangeshkar
East India,Chhath Puja,Classical,Raga Sangeet,Vidushi Sharma,https://example.com/music/raga-sangeet-by-vidushi-sharma
South India,Onam,Devotional,Bhakti Dhwani,Bhimsen Kulkarni,https://example.com/music/bhakti-dhwani-by-bhimsen-kulkarni
East India,Chhath Puja,Classical,Maha Tarana,Hari Dey,https://example.com/music/maha-tarana-by-hari-dey
North India,Lohri,Folk,Raga Malhar,Pandit Kulkarni,https://example.com/music/raga-malhar-by-pandit-kulkarni
South India,Diwali,Classical,Shri Geet,Ravi Sharma,https://example.com/music/shri-geet-by-ravi-sharma
South India,Onam,Devotional,Krishna Kirtan,M.S. Shankar,https://example.com/music/krishna-kirtan-by-m.s.-shankar
South India,Onam,Folk,Anand Malhar,Kumar Dey,https://example.com/music/anand-malhar-by-kumar-dey
East India,Chhath Puja,Tribal,Shiv Sangeet,Mallikarjun Dey,https://example.com/music/shiv-sangeet-by-mallikarjun-dey
South India,Onam,Folk,Jai Aarti,Mallikarjun Subbulakshmi,https://example.com/music/jai-aarti-by-mallikarjun-subbulakshmi
North India,Baisakhi,Classical,Bhakti Leela,Ustad Mangeshkar,https://example.com/music/bhakti-leela-by-ustad-mangeshkar
East India,Durga Puja,Folk,Guru Tarana,Kumar Mansur,https://example.com/music/guru-tarana-by-kumar-mansur
West India,Ganesh Chaturthi,Classical,Raga Bhajan,Pt. Dey,https://example.com/music/raga-bhajan-by-pt.-dey
East India,Durga Puja,Folk,Shiv Rasa,Mallikarjun Bhosle,https://example.com/music/shiv-rasa-by-mallikarjun-bhosle
North India,Baisakhi,Folk,Bhakti Aarti,Mallikarjun Khan,https://example.com/music/bhakti-aarti-by-mallikarjun-khan
South India,Diwali,Devotional,Krishna Malhar,Kumar Shankar,https://example.com/music/krishna-malhar-by-kumar-shankar
West India,Diwali,Devotional,Raga Malhar,Mallikarjun Mangeshkar,https://example.com/music/raga-malhar-by-mallikarjun-mangeshkar
North India,Diwali,Bhajan,Taal Tarana,Pandit Amonkar,https://example.com/music/taal-tarana-by-pandit-amonkar
West India,Diwali,Folk,Shri Dhwani,Shubha Mansur,https://example.com/music/shri-dhwani-by-shubha-mansur
North India,Diwali,Folk,Prema Aarti,Kishori Mansur,https://example.com/music/prema-aarti-by-kishori-mansur
North India,Baisakhi,Classical,Jai Katha,Shubha Joshi,https://example.com/music/jai-katha-by-shubha-joshi
East India,Durga Puja,Tribal,Krishna Dhwani,M.S. Gundecha,https://example.com/music/krishna-dhwani-by-m.s.-gundecha
East India,Bihu,Folk,Prema Aarti,Ustad Kulkarni,https://example.com/music/prema-aarti-by-ustad-kulkarni
West India,Navratri,Classical,Shiv Aarti,Kumar Kulkarni,https://example.com/music/shiv-aarti-by-kumar-kulkarni
West India,Navratri,Devotional,Prema Aarti,Kishori Gundecha,https://example.com/music/prema-aarti-by-kishori-gundecha
South India,Diwali,Folk,Jai Rasa,Pandit Mansur,https://example.com/music/jai-rasa-by-pandit-mansur
West India,Ganesh Chaturthi,Folk,Krishna Dhwani,Ravi Khan,https://example.com/music/krishna-dhwani-by-ravi-khan
East India,Bihu,Tribal,Devi Vandana,Ravi Mansur,https://example.com/music/devi-vandana-by-ravi-mansur
North India,Diwali,Semi-Classical,Maha Sangeet,Kishori Subbulakshmi,https://example.com/music/maha-sangeet-by-kishori-subbulakshmi
West India,Navratri,Devotional,Anand Vandana,Begum Khan,https://example.com/music/anand-vandana-by-begum-khan
West India,Diwali,Devotional,Om Malhar,Bhimsen Subbulakshmi,https://example.com/music/om-malhar-by-bhimsen-subbulakshmi
West India,Navratri,Classical,Swar Malhar,Pt. Bhosle,https://example.com/music/swar-malhar-by-pt.-bhosle
South India,Pongal,Devotional,Bhakti Dhun,Mallikarjun Subbulakshmi,https://example.com/music/bhakti-dhun-by-mallikarjun-subbulakshmi
North India,Baisakhi,Classical,Shri Stuti,Mallikarjun Shankar,https://example.com/music/shri-stuti-by-mallikarjun-shankar
North India,Diwali,Classical,Shri Tarana,Ustad Shankar,https://example.com/music/shri-tarana-by-ustad-shankar
North India,Lohri,Bhajan,Anand Katha,Kishori Sharma,https://example.com/music/anand-katha-by-kishori-sharma
West India,Ganesh Chaturthi,Devotional,Ganga Sangeet,Ravi Kulkarni,https://example.com/music/ganga-sangeet-by-ravi-kulkarni
North India,Diwali,Folk,Krishna Malhar,Mallikarjun Sharma,https://example.com/music/krishna-malhar-by-mallikarjun-sharma
East India,Bihu,Folk,Krishna Sangeet,Mallikarjun Mangeshkar,https://example.com/music/krishna-sangeet-by-mallikarjun-mangeshkar
West India,Diwali,Folk,Guru Rasa,Kumar Amonkar,https://example.com/music/guru-rasa-by-kumar-amonkar
South India,Pongal,Devotional,Shri Malhar,Shubha Kulkarni,https://example.com/music/shri-malhar-by-shubha-kulkarni
South India,Onam,Classical,Jai Dhwani,Kishori Bhosle,https://example.com/music/jai-dhwani-by-kishori-bhosle
South India,Onam,Folk,Maha Bhajan,Ustad Gundecha,https://example.com/music/maha-bhajan-by-ustad-gundecha
East India,Chhath Puja,Classical,Anand Stuti,M.S. Mansur,https://example.com/music/anand-stuti-by-m.s.-mansur
South India,Diwali,Folk,Krishna Vandana,Hari Khan,https://example.com/music/krishna-vandana-by-hari-khan
North India,Diwali,Bhajan,Prema Rasa,Kishori Mansur,https://example.com/music/prema-rasa-by-kishori-mansur
East India,Chhath Puja,Folk,Swar Aarti,Begum Bhosle,https://example.com/music/swar-aarti-by-begum-bhosle
East India,Chhath Puja,Folk,Ganga Kirtan,Begum Sharma,https://example.com/music/ganga-kirtan-by-begum-sharma
North India,Baisakhi,Folk,Ram Bhajan,Vidushi Dey,https://example.com/music/ram-bhajan-by-vidushi-dey
South India,Pongal,Folk,Maha Rasa,Pandit Mangeshkar,https://example.com/music/maha-rasa-by-pandit-mangeshkar
South India,Pongal,Devotional,Ganga Stuti,Bhimsen Dey,https://example.com/music/ganga-stuti-by-bhimsen-dey
North India,Baisakhi,Semi-Classical,Ganga Dhwani,M.S. Khan,https://example.com/music/ganga-dhwani-by-m.s.-khan
North India,Diwali,Bhajan,Krishna Sangeet,Ravi Joshi,https://example.com/music/krishna-sangeet-by-ravi-joshi
South India,Pongal,Classical,Bhakti Bhajan,Ravi Mansur,https://example.com/music/bhakti-bhajan-by-ravi-mansur
North India,Baisakhi,Semi-Classical,Jai Dhun,Pandit Dey,https://example.com/music/jai-dhun-by-pandit-dey
West India,Diwali,Devotional,Prema Vandana,Begum Mansur,https://example.com/music/prema-vandana-by-begum-mansur
South India,Diwali,Devotional,Taal Aarti,Kishori Shankar,https://example.com/music/taal-aarti-by-kishori-shankar
North India,Diwali,Classical,Prema Malhar,Pt. Subbulakshmi,https://example.com/music/prema-malhar-by-pt.-subbulakshmi
South India,Onam,Devotional,Anand Dhwani,Ravi Khan,https://example.com/music/anand-dhwani-by-ravi-khan
South India,Onam,Devotional,Shri Stuti,Kishori Sharma,https://example.com/music/shri-stuti-by-kishori-sharma
North India,Baisakhi,Folk,Anand Kirtan,Ravi Gundecha,https://example.com/music/anand-kirtan-by-ravi-gundecha
South India,Diwali,Classical,Shri Dhun,Shubha Khan,https://example.com/music/shri-dhun-by-shubha-khan
East India,Chhath Puja,Tribal,Taal Vandana,Ravi Joshi,https://example.com/music/taal-vandana-by-ravi-joshi
South India,Pongal,Devotional,Bhakti Malhar,Shubha Amonkar,https://example.com/music/bhakti-malhar-by-shubha-amonkar
South India,Diwali,Classical,Krishna Sangeet,M.S. Subbulakshmi,https://example.com/music/krishna-sangeet-by-m.s.-subbulakshmi
North India,Diwali,Bhajan,Swar Leela,Bhimsen Shankar,https://example.com/music/swar-leela-by-bhimsen-shankar
West India,Diwali,Classical,Ganga Aarti,Ustad Amonkar,https://example.com/music/ganga-aarti-by-ustad-amonkar
South India,Diwali,Devotional,Ram Dhun,Ravi Gundecha,https://example.com/music/ram-dhun-by-ravi-gundecha
West India,Navratri,Classical,Devi Kirtan,Kishori Mangeshkar,https://example.com/music/devi-kirtan-by-kishori-mangeshkar
West India,Ganesh Chaturthi,Classical,Guru Bhajan,Shubha Bhosle,https://example.com/music/guru-bhajan-by-shubha-bhosle
South India,Pongal,Devotional,Ram Sangeet,Ustad Kulkarni,https://example.com/music/ram-sangeet-by-ustad-kulkarni
South India,Diwali,Devotional,Om Malhar,Shubha Subbulakshmi,https://example.com/music/om-malhar-by-shubha-subbulakshmi
South India,Diwali,Classical,Raga Rasa,Kumar Kulkarni,https://example.com/music/raga-rasa-by-kumar-kulkarni
South India,Diwali,Classical,Ganga Stuti,Kishori Gundecha,https://example.com/music/ganga-stuti-by-kishori-gundecha
East India,Chhath Puja,Tribal,Devi Geet,M.S. Dey,https://example.com/music/devi-geet-by-m.s.-dey
South India,Pongal,Devotional,Raga Aarti,Bhimsen Kulkarni,https://example.com/music/raga-aarti-by-bhimsen-kulkarni
East India,Chhath Puja,Classical,Jai Leela,M.S. Shankar,https://example.com/music/jai-leela-by-m.s.-shankar
North India,Baisakhi,Classical,Bhakti Katha,Ravi Dey,https://example.com/music/bhakti-katha-by-ravi-dey
East India,Bihu,Classical,Krishna Rasa,Hari Joshi,https://example.com/music/krishna-rasa-by-hari-joshi
South India,Diwali,Classical,Devi Sangeet,Vidushi Mansur,https://example.com/music/devi-sangeet-by-vidushi-mansur
North India,Diwali,Bhajan,Krishna Rasa,Bhimsen Joshi,https://example.com/music/krishna-rasa-by-bhimsen-joshi
South India,Pongal,Devotional,Ram Aarti,Ravi Bhosle,https://example.com/music/ram-aarti-by-ravi-bhosle
East India,Chhath Puja,Tribal,Krishna Bhajan,Pt. Mangeshkar,https://example.com/music/krishna-bhajan-by-pt.-mangeshkar
North India,Holi,Folk,Devi Katha,Kishori Kulkarni,https://example.com/music/devi-katha-by-kishori-kulkarni
West India,Ganesh Chaturthi,Devotional,Guru Katha,Kumar Gundecha,https://example.com/music/guru-katha-by-kumar-gundecha
South India,Onam,Devotional,Anand Tarana,Ustad Khan,https://example.com/music/anand-tarana-by-ustad-khan
West India,Navratri,Folk,Shri Katha,Bhimsen Amonkar,https://example.com/music/shri-katha-by-bhimsen-amonkar
East India,Durga Puja,Folk,Bhakti Dhun,Kumar Kulkarni,https://example.com/music/bhakti-dhun-by-kumar-kulkarni
West India,Ganesh Chaturthi,Folk,Bhakti Aarti,Shubha Kulkarni,https://example.com/music/bhakti-aarti-by-shubha-kulkarni
East India,Bihu,Tribal,Krishna Stuti,Kishori Dey,https://example.com/music/krishna-stuti-by-kishori-dey
West India,Diwali,Folk,Raga Aarti,Pt. Joshi,https://example.com/music/raga-aarti-by-pt.-joshi
South India,Pongal,Folk,Prema Vandana,Pt. Subbulakshmi,https://example.com/music/prema-vandana-by-pt.-subbulakshmi
East India,Bihu,Classical,Ganga Leela,Mallikarjun Mansur,https://example.com/music/ganga-leela-by-mallikarjun-mansur
North India,Diwali,Bhajan,Jai Vandana,Begum Mangeshkar,https://example.com/music/jai-vandana-by-begum-mangeshkar
South India,Pongal,Devotional,Ram Vandana,Vidushi Sharma,https://example.com/music/ram-vandana-by-vidushi-sharma
North India,Diwali,Classical,Swar Malhar,Pandit Bhosle,https://example.com/music/swar-malhar-by-pandit-bhosle
South India,Pongal,Devotional,Prema Tarana,Bhimsen Amonkar,https://example.com/music/prema-tarana-by-bhimsen-amonkar
North India,Baisakhi,Folk,Ganga Stuti,Shubha Joshi,https://example.com/music/ganga-stuti-by-shubha-joshi
North India,Lohri,Folk,Raga Geet,Vidushi Joshi,https://example.com/music/raga-geet-by-vidushi-joshi
East India,Chhath Puja,Folk,Bhakti Bhajan,Ravi Kulkarni,https://example.com/music/bhakti-bhajan-by-ravi-kulkarni
East India,Bihu,Classical,Raga Kirtan,Bhimsen Kulkarni,https://example.com/music/raga-kirtan-by-bhimsen-kulkarni
North India,Holi,Bhajan,Prema Dhun,Kumar Amonkar,https://example.com/music/prema-dhun-by-kumar-amonkar
North India,Lohri,Folk,Maha Dhun,Pandit Joshi,https://example.com/music/maha-dhun-by-pandit-joshi
West India,Navratri,Classical,Jai Katha,Hari Gundecha,https://example.com/music/jai-katha-by-hari-gundecha
East India,Durga Puja,Classical,Om Malhar,Kumar Mansur,https://example.com/music/om-malhar-by-kumar-mansur
North India,Diwali,Bhajan,Devi Aarti,Kishori Sharma,https://example.com/music/devi-aarti-by-kishori-sharma
East India,Durga Puja,Tribal,Shri Rasa,Pt. Subbulakshmi,https://example.com/music/shri-rasa-by-pt.-subbulakshmi
East India,Bihu,Folk,Swar Leela,M.S. Sharma,https://example.com/music/swar-leela-by-m.s.-sharma
West India,Ganesh Chaturthi,Classical,Taal Malhar,Kumar Sharma,https://example.com/music/taal-malhar-by-kumar-sharma
North India,Lohri,Folk,Maha Bhajan,Shubha Kulkarni,https://example.com/music/maha-bhajan-by-shubha-kulkarni
East India,Bihu,Tribal,Ram Bhajan,Ustad Mansur,https://example.com/music/ram-bhajan-by-ustad-mansur
East India,Durga Puja,Classical,Prema Geet,M.S. Gundecha,https://example.com/music/prema-geet-by-m.s.-gundecha
North India,Holi,Classical,Shri Bhajan,Mallikarjun Gundecha,https://example.com/music/shri-bhajan-by-mallikarjun-gundecha
West India,Ganesh Chaturthi,Devotional,Jai Bhajan,Bhimsen Khan,https://example.com/music/jai-bhajan-by-bhimsen-khan
North India,Holi,Folk,Prema Stuti,Mallikarjun Sharma,https://example.com/music/prema-stuti-by-mallikarjun-sharma
West India,Diwali,Devotional,Krishna Kirtan,Shubha Khan,https://example.com/music/krishna-kirtan-by-shubha-khan
South India,Diwali,Devotional,Bhakti Stuti,Pt. Bhosle,https://example.com/music/bhakti-stuti-by-pt.-bhosle
West India,Ganesh Chaturthi,Folk,Om Tarana,Bhimsen Mangeshkar,https://example.com/music/om-tarana-by-bhimsen-mangeshkar
East India,Bihu,Tribal,Anand Vandana,Hari Dey,https://example.com/music/anand-vandana-by-hari-dey
North India,Lohri,Classical,Ganga Dhwani,Bhimsen Bhosle,https://example.com/music/ganga-dhwani-by-bhimsen-bhosle
South India,Onam,Classical,Anand Aarti,Pt. Bhosle,https://example.com/music/anand-aarti-by-pt.-bhosle
North India,Lohri,Semi-Classical,Raga Bhajan,M.S. Bhosle,https://example.com/music/raga-bhajan-by-m.s.-bhosle
East India,Bihu,Classical,Om Kirtan,Ustad Gundecha,https://example.com/music/om-kirtan-by-ustad-gundecha
South India,Diwali,Devotional,Bhakti Tarana,Mallikarjun Bhosle,https://example.com/music/bhakti-tarana-by-mallikarjun-bhosle
North India,Lohri,Semi-Classical,Prema Malhar,Ustad Bhosle,https://example.com/music/prema-malhar-by-ustad-bhosle
East India,Chhath Puja,Classical,Anand Sangeet,Ravi Subbulakshmi,https://example.com/music/anand-sangeet-by-ravi-subbulakshmi
South India,Pongal,Folk,Anand Geet,Mallikarjun Bhosle,https://example.com/music/anand-geet-by-mallikarjun-bhosle
West India,Diwali,Classical,Swar Leela,Mallikarjun Kulkarni,https://example.com/music/swar-leela-by-mallikarjun-kulkarni
West India,Diwali,Devotional,Ganga Bhajan,Vidushi Bhosle,https://example.com/music/ganga-bhajan-by-vidushi-bhosle
West India,Diwali,Folk,Jai Stuti,Ravi Mangeshkar,https://example.com/music/jai-stuti-by-ravi-mangeshkar
East India,Durga Puja,Classical,Om Rasa,Pandit Subbulakshmi,https://example.com/music/om-rasa-by-pandit-subbulakshmi
South India,Pongal,Devotional,Raga Tarana,Bhimsen Joshi,https://example.com/music/raga-tarana-by-bhimsen-joshi
East India,Chhath Puja,Tribal,Guru Geet,Pt. Subbulakshmi,https://example.com/music/guru-geet-by-pt.-subbulakshmi
South India,Diwali,Folk,Shri Tarana,Hari Gundecha,https://example.com/music/shri-tarana-by-hari-gundecha
North India,Lohri,Bhajan,Jai Malhar,M.S. Kulkarni,https://example.com/music/jai-malhar-by-m.s.-kulkarni
North India,Diwali,Bhajan,Devi Dhun,Bhimsen Joshi,https://example.com/music/devi-dhun-by-bhimsen-joshi
South India,Onam,Classical,Om Sangeet,Shubha Mansur,https://example.com/music/om-sangeet-by-shubha-mansur
North India,Diwali,Classical,Anand Sangeet,Shubha Dey,https://example.com/music/anand-sangeet-by-shubha-dey
East India,Durga Puja,Folk,Shiv Kirtan,Pandit Dey,https://example.com/music/shiv-kirtan-by-pandit-dey
East India,Chhath Puja,Folk,Shri Tarana,Ustad Kulkarni,https://example.com/music/shri-tarana-by-ustad-kulkarni
West India,Ganesh Chaturthi,Devotional,Ram Leela,Ustad Joshi,https://example.com/music/ram-leela-by-ustad-joshi
East India,Bihu,Tribal,Guru Dhun,Hari Kulkarni,https://example.com/music/guru-dhun-by-hari-kulkarni
North India,Baisakhi,Classical,Raga Dhwani,Bhimsen Bhosle,https://example.com/music/raga-dhwani-by-bhimsen-bhosle
East India,Durga Puja,Tribal,Devi Bhajan,Ustad Khan,https://example.com/music/devi-bhajan-by-ustad-khan
South India,Pongal,Classical,Maha Katha,Ravi Mansur,https://example.com/music/maha-katha-by-ravi-mansur
East India,Chhath Puja,Classical,Ganga Tarana,M.S. Subbulakshmi,https://example.com/music/ganga-tarana-by-m.s.-subbulakshmi
North India,Lohri,Semi-Classical,Devi Vandana,Ustad Subbulakshmi,https://example.com/music/devi-vandana-by-ustad-subbulakshmi
East India,Bihu,Folk,Taal Sangeet,Pt. Dey,https://example.com/music/taal-sangeet-by-pt.-dey
North India,Baisakhi,Classical,Maha Katha,M.S. Amonkar,https://example.com/music/maha-katha-by-m.s.-amonkar
East India,Bihu,Tribal,Ram Katha,Begum Kulkarni,https://example.com/music/ram-katha-by-begum-kulkarni
East India,Chhath Puja,Classical,Ram Kirtan,Pandit Bhosle,https://example.com/music/ram-kirtan-by-pandit-bhosle
East India,Bihu,Tribal,Om Dhun,Shubha Subbulakshmi,https://example.com/music/om-dhun-by-shubha-subbulakshmi
South India,Pongal,Folk,Om Kirtan,M.S. Kulkarni,https://example.com/music/om-kirtan-by-m.s.-kulkarni
East India,Durga Puja,Folk,Krishna Kirtan,Kishori Dey,https://example.com/music/krishna-kirtan-by-kishori-dey
West India,Diwali,Classical,Devi Vandana,Pandit Joshi,https://example.com/music/devi-vandana-by-pandit-joshi
West India,Navratri,Folk,Ganga Dhun,Ravi Sharma,https://example.com/music/ganga-dhun-by-ravi-sharma
East India,Chhath Puja,Classical,Ram Bhajan,Pandit Bhosle,https://example.com/music/ram-bhajan-by-pandit-bhosle
North India,Lohri,Bhajan,Ganga Katha,Ustad Kulkarni,https://example.com/music/ganga-katha-by-ustad-kulkarni
South India,Pongal,Folk,Anand Dhwani,Pandit Gundecha,https://example.com/music/anand-dhwani-by-pandit-gundecha
East India,Durga Puja,Tribal,Shiv Sangeet,Pandit Sharma,https://example.com/music/shiv-sangeet-by-pandit-sharma
South India,Onam,Folk,Taal Stuti,Shubha Gundecha,https://example.com/music/taal-stuti-by-shubha-gundecha
South India,Pongal,Folk,Anand Malhar,Ustad Mansur,https://example.com/music/anand-malhar-by-ustad-mansur
West India,Ganesh Chaturthi,Folk,Prema Vandana,Pandit Joshi,https://example.com/music/prema-vandana-by-pandit-joshi
South India,Pongal,Classical,Shri Bhajan,Kishori Mansur,https://example.com/music/shri-bhajan-by-kishori-mansur
North India,Holi,Semi-Classical,Swar Leela,Begum Amonkar,https://example.com/music/swar-leela-by-begum-amonkar
East India,Durga Puja,Tribal,Swar Sangeet,Ustad Bhosle,https://example.com/music/swar-sangeet-by-ustad-bhosle
East India,Durga Puja,Folk,Prema Katha,Bhimsen Subbulakshmi,https://example.com/music/prema-katha-by-bhimsen-subbulakshmi
North India,Baisakhi,Classical,Anand Kirtan,Ustad Mansur,https://example.com/music/anand-kirtan-by-ustad-mansur
North India,Baisakhi,Folk,Shri Dhwani,Ustad Shankar,https://example.com/music/shri-dhwani-by-ustad-shankar
North India,Lohri,Classical,Shiv Malhar,Kishori Shankar,https://example.com/music/shiv-malhar-by-kishori-shankar
East India,Durga Puja,Folk,Raga Rasa,Ustad Bhosle,https://example.com/music/raga-rasa-by-ustad-bhosle
West India,Navratri,Devotional,Om Malhar,Mallikarjun Sharma,https://example.com/music/om-malhar-by-mallikarjun-sharma
North India,Baisakhi,Bhajan,Shiv Katha,M.S. Kulkarni,https://example.com/music/shiv-katha-by-m.s.-kulkarni
South India,Onam,Folk,Anand Dhwani,Hari Bhosle,https://example.com/music/anand-dhwani-by-hari-bhosle
West India,Navratri,Classical,Raga Geet,Shubha Mansur,https://example.com/music/raga-geet-by-shubha-mansur
South India,Pongal,Classical,Guru Stuti,Vidushi Mangeshkar,https://example.com/music/guru-stuti-by-vidushi-mangeshkar
West India,Navratri,Folk,Bhakti Kirtan,Mallikarjun Amonkar,https://example.com/music/bhakti-kirtan-by-mallikarjun-amonkar
West India,Diwali,Folk,Om Malhar,Mallikarjun Dey,https://example.com/music/om-malhar-by-mallikarjun-dey
West India,Ganesh Chaturthi,Devotional,Guru Geet,M.S. Shankar,https://example.com/music/guru-geet-by-m.s.-shankar
South India,Diwali,Folk,Shiv Sangeet,Mallikarjun Shankar,https://example.com/music/shiv-sangeet-by-mallikarjun-shankar
North India,Lohri,Folk,Guru Sangeet,Hari Subbulakshmi,https://example.com/music/guru-sangeet-by-hari-subbulakshmi
North India,Lohri,Semi-Classical,Shri Aarti,Vidushi Dey,https://example.com/music/shri-aarti-by-vidushi-dey
West India,Navratri,Classical,Anand Geet,Ustad Shankar,https://example.com/music/anand-geet-by-ustad-shankar
East India,Durga Puja,Folk,Shiv Malhar,Pt. Kulkarni,https://example.com/music/shiv-malhar-by-pt.-kulkarni
East India,Bihu,Folk,Guru Leela,Vidushi Kulkarni,https://example.com/music/guru-leela-by-vidushi-kulkarni
North India,Lohri,Classical,Shiv Kirtan,Shubha Mangeshkar,https://example.com/music/shiv-kirtan-by-shubha-mangeshkar
South India,Diwali,Classical,Anand Bhajan,Shubha Shankar,https://example.com/music/anand-bhajan-by-shubha-shankar
West India,Ganesh Chaturthi,Devotional,Anand Dhwani,M.S. Joshi,https://example.com/music/anand-dhwani-by-m.s.-joshi
South India,Pongal,Devotional,Shiv Aarti,Ustad Amonkar,https://example.com/music/shiv-aarti-by-ustad-amonkar
North India,Diwali,Semi-Classical,Shri Katha,Ustad Mangeshkar,https://example.com/music/shri-katha-by-ustad-mangeshkar
West India,Ganesh Chaturthi,Classical,Prema Tarana,Pandit Gundecha,https://example.com/music/prema-tarana-by-pandit-gundecha
East India,Chhath Puja,Folk,Devi Sangeet,Vidushi Sharma,https://example.com/music/devi-sangeet-by-vidushi-sharma
North India,Diwali,Bhajan,Raga Vandana,Shubha Sharma,https://example.com/music/raga-vandana-by-shubha-sharma
North India,Lohri,Classical,Jai Katha,Vidushi Kulkarni,https://example.com/music/jai-katha-by-vidushi-kulkarni
North India,Holi,Bhajan,Ram Dhun,Bhimsen Dey,https://example.com/music/ram-dhun-by-bhimsen-dey
West India,Navratri,Classical,Ganga Sangeet,Bhimsen Bhosle,https://example.com/music/ganga-sangeet-by-bhimsen-bhosle
North India,Holi,Folk,Prema Katha,Vidushi Bhosle,https://example.com/music/prema-katha-by-vidushi-bhosle
East India,Bihu,Folk,Maha Kirtan,Kishori Khan,https://example.com/music/maha-kirtan-by-kishori-khan
East India,Chhath Puja,Folk,Om Sangeet,Ravi Shankar,https://example.com/music/om-sangeet-by-ravi-shankar
South India,Onam,Devotional,Taal Dhun,Hari Khan,https://example.com/music/taal-dhun-by-hari-khan
North India,Baisakhi,Semi-Classical,Guru Rasa,Bhimsen Sharma,https://example.com/music/guru-rasa-by-bhimsen-sharma
West India,Navratri,Folk,Maha Bhajan,Kishori Amonkar,https://example.com/music/maha-bhajan-by-kishori-amonkar
South India,Diwali,Devotional,Devi Vandana,Ustad Gundecha,https://example.com/music/devi-vandana-by-ustad-gundecha
West India,Ganesh Chaturthi,Folk,Maha Dhun,Kishori Subbulakshmi,https://example.com/music/maha-dhun-by-kishori-subbulakshmi
East India,Bihu,Tribal,Swar Dhwani,Kumar Amonkar,https://example.com/music/swar-dhwani-by-kumar-amonkar
North India,Baisakhi,Folk,Taal Aarti,Kumar Joshi,https://example.com/music/taal-aarti-by-kumar-joshi
South India,Pongal,Devotional,Om Bhajan,Bhimsen Gundecha,https://example.com/music/om-bhajan-by-bhimsen-gundecha
West India,Diwali,Classical,Krishna Malhar,Bhimsen Mangeshkar,https://example.com/music/krishna-malhar-by-bhimsen-mangeshkar
North India,Lohri,Bhajan,Anand Malhar,Hari Joshi,https://example.com/music/anand-malhar-by-hari-joshi
East India,Chhath Puja,Classical,Raga Vandana,Begum Amonkar,https://example.com/music/raga-vandana-by-begum-amonkar
North India,Holi,Bhajan,Shri Malhar,Pandit Dey,https://example.com/music/shri-malhar-by-pandit-dey
East India,Durga Puja,Tribal,Guru Kirtan,Bhimsen Bhosle,https://example.com/music/guru-kirtan-by-bhimsen-bhosle
North India,Holi,Classical,Devi Katha,Kishori Gundecha,https://example.com/music/devi-katha-by-kishori-gundecha
South India,Onam,Classical,Maha Aarti,Vidushi Khan,https://example.com/music/maha-aarti-by-vidushi-khan
West India,Navratri,Folk,Om Aarti,Vidushi Mangeshkar,https://example.com/music/om-aarti-by-vidushi-mangeshkar
West India,Ganesh Chaturthi,Classical,Anand Aarti,Bhimsen Joshi,https://example.com/music/anand-aarti-by-bhimsen-joshi
West India,Navratri,Classical,Krishna Leela,Ustad Gundecha,https://example.com/music/krishna-leela-by-ustad-gundecha
East India,Durga Puja,Folk,Ganga Bhajan,Ravi Sharma,https://example.com/music/ganga-bhajan-by-ravi-sharma
West India,Ganesh Chaturthi,Folk,Devi Vandana,Pandit Khan,https://example.com/music/devi-vandana-by-pandit-khan
West India,Ganesh Chaturthi,Classical,Prema Kirtan,Shubha Joshi,https://example.com/music/prema-kirtan-by-shubha-joshi
North India,Lohri,Classical,Shiv Aarti,Kumar Mansur,https://example.com/music/shiv-aarti-by-kumar-mansur
East India,Chhath Puja,Tribal,Swar Kirtan,Kishori Joshi,https://example.com/music/swar-kirtan-by-kishori-joshi
